file,path,format,size_bytes,modified,status,rows,columns,unique_record_id,unique_post_id,unique_comment_id,null_record_id,null_post_id,null_comment_id,date_range,duplicate_estimate_pct,has_text_raw,has_text_clean,has_vehicle,vehicle_counts,community_count
data/output/clean_data_final.json,C:\Users\msi\facebook-adas-voice\data\output\clean_data_final.json,json,2265600,2026-09-22T13:00:10,ok,4556,11,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/clean_data_final.xlsx,C:\Users\msi\facebook-adas-voice\data\output\clean_data_final.xlsx,xlsx,445854,2026-09-22T13:00:10,ok,4556,11,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/cross_vehicle_descriptive.csv,C:\Users\msi\facebook-adas-voice\data\output\cross_vehicle_descriptive.csv,csv,975,2026-09-22T13:00:47,ok,6,8,0.0,0.0,0.0,6.0,6.0,6.0,N/A,0.0,False,False,True,"{'BYD Sealion 7': 1, 'Jaecoo J5': 1, 'Toyota Veloz': 1, 'Toyota Yaris': 1, 'Toyota Zenix': 1, 'XPeng G6': 1}",
data/output/customer_voice.csv,C:\Users\msi\facebook-adas-voice\data\output\customer_voice.csv,csv,12460,2026-09-22T13:00:17,ok,19,11,0.0,0.0,0.0,19.0,19.0,19.0,N/A,0.0,False,False,True,"{'Toyota Veloz': 8, 'BYD Sealion 7': 4, 'Jaecoo J5': 3, 'Toyota Yaris': 2, 'XPeng G6': 1, 'Toyota Zenix': 1}",
data/output/customer_voice.json,C:\Users\msi\facebook-adas-voice\data\output\customer_voice.json,json,16870,2026-09-22T13:00:17,ok,19,11,0.0,0.0,0.0,19.0,19.0,19.0,N/A,0.0,False,False,True,"{'Toyota Veloz': 8, 'BYD Sealion 7': 4, 'Jaecoo J5': 3, 'Toyota Yaris': 2, 'XPeng G6': 1, 'Toyota Zenix': 1}",
data/output/customer_voice.xlsx,C:\Users\msi\facebook-adas-voice\data\output\customer_voice.xlsx,xlsx,8958,2026-09-22T13:00:17,ok,19,11,0.0,0.0,0.0,19.0,19.0,19.0,N/A,0.0,False,False,True,"{'Toyota Veloz': 8, 'BYD Sealion 7': 4, 'Jaecoo J5': 3, 'Toyota Yaris': 2, 'XPeng G6': 1, 'Toyota Zenix': 1}",
data/output/labeled_experience.csv,C:\Users\msi\facebook-adas-voice\data\output\labeled_experience.csv,csv,1924148,2026-09-22T13:00:10,ok,4556,21,4556.0,0.0,0.0,0.0,4556.0,4556.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/labeled_experience.json,C:\Users\msi\facebook-adas-voice\data\output\labeled_experience.json,json,4007012,2026-09-22T13:00:17,ok,4556,21,4556.0,0.0,0.0,0.0,4556.0,4556.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/labeled_experience.xlsx,C:\Users\msi\facebook-adas-voice\data\output\labeled_experience.xlsx,xlsx,634520,2026-09-22T13:00:17,ok,4556,21,4556.0,0.0,0.0,0.0,4556.0,4556.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/raw_data_final.csv,C:\Users\msi\facebook-adas-voice\data\output\raw_data_final.csv,csv,1551658,2026-09-22T13:00:00,ok,4556,14,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,True,False,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
